am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,cat_code,spp_group
NA,183562,NA,NA,Stellifer melanocheir,LC,NA
Fis-148896,183563,NA,NA,Arcos poecilophthalmus,VU,NA
NA,183564,NA,NA,Brockius striatus,LC,NA
NA,183565,NA,NA,Sciaena deliciosa,LC,NA
Fis-133353,183566,NA,NA,Bregmaceros bathymaster,LC,NA
NA,183567,183567,NA,Stegastes redemptus,VU,DAMSELFISH
NA,183568,NA,NA,Atherinella starksi,LC,NA
Fis-35724,183569,NA,NA,Stellifer mancorensis,LC,NA
Fis-24713,183570,NA,NA,Ilypnus gilberti,LC,NA
Fis-29020,183571,NA,NA,Ophidion galeoides,LC,NA
NA,183572,NA,NA,Dialommus fuscus,VU,NA
Fis-169111,183573,NA,NA,Elacatinus janssi,LC,NA
Fis-28885,183574,NA,NA,Achirus scutum,LC,NA
Fis-28942,183575,NA,NA,Cheilopogon dorsomacula,LC,NA
Fis-24856,183576,183576,NA,Paralabrax maculatofasciatus,LC,MARINEFISH_PART_3
Fis-29037,183577,NA,NA,Micropogonias ectenes,LC,NA
Fis-29039,183578,NA,NA,Menticirrhus panamensis,LC,NA
Fis-29758,183579,NA,NA,Caranx caballus,LC,NA
Fis-29044,183580,NA,NA,Elattarchus archidium,LC,NA
Fis-23210,183581,NA,NA,Paralonchurus peruanus,LC,NA
NA,183582,183582,NA,Halichoeres discolor,VU,WRASSE
NA,183583,NA,NA,Acanthemblemaria atrata,VU,NA
Fis-29017,183584,NA,NA,Lepophidium prorates,LC,NA
Fis-136327,183585,NA,NA,Tomicodon chilensis,LC,NA
Fis-28532,183586,183586,NA,Stegastes rectifraenum,LC,DAMSELFISH
Fis-61707,183587,183587,NA,Sphoeroides rosenblatti,LC,PUFFERFISH
NA,183588,NA,NA,Stellifer wintersteenorum,DD,NA
NA,183589,NA,NA,Elacatinus limbaughi,DD,NA
Fis-29093,183590,183590,NA,Diplectrum macropoma,LC,MARINEFISH_PART_2
NA,183591,NA,NA,Cathorops fuerthii,DD,NA
NA,183592,NA,NA,Stellifer zestocarus,LC,NA
Fis-26911,183593,NA,NA,Porichthys margaritatus,LC,NA
NA,183594,NA,NA,Gobionellus daguae,DD,NA
Fis-35622,183595,NA,NA,Hyporhamphus gilli,LC,NA
Fis-22800,183596,NA,NA,Lutjanus viridis,LC,NA
Fis-141776,183597,NA,NA,Gymnothorax phalarus,LC,NA
Fis-24493,183598,NA,NA,Chilara taylori,LC,NA
Fis-136332,183599,NA,NA,Tomicodon petersii,LC,NA
NA,183600,NA,NA,Tomicodon eos,LC,NA
Fis-35594,183601,NA,NA,Symphurus chabanaudi,LC,NA
Fis-24772,183602,NA,NA,Menticirrhus undulatus,DD,NA
Fis-132669,183603,NA,NA,Gobiesox pinniger,LC,NA
NA,183604,NA,NA,Anchoa mundeoloides,LC,NA
Fis-113645,183605,NA,NA,Ekemblemaria myersi,LC,NA
Fis-35603,183606,NA,NA,Symphurus prolatinaris,LC,NA
Fis-61706,183607,183607,NA,Sphoeroides lispus,LC,PUFFERFISH
NA,183608,183608,NA,Serranus tico,LC,MARINEFISH_PART_2
NA,183609,NA,NA,Notarius insculptus,DD,NA
NA,183610,NA,NA,Microlepidotus inornatus,LC,NA
Fis-24694,183611,183611,NA,Hypsoblennius gentilis,LC,COMBTOOTHBLENNIES
NA,183612,NA,NA,Axoclinus rubinoffi,VU,NA
Fis-158897,183613,NA,NA,Ogilbia nigromarginata,LC,NA
NA,183614,NA,NA,Scorpaena afuerae,LC,NA
NA,183615,NA,NA,Myxodagnus opercularis,LC,NA
Fis-123139,183616,183616,NA,Serranus huascarii,LC,MARINEFISH_PART_1
Fis-35617,183617,NA,NA,Haemulon sexfasciatum,LC,NA
Fis-24766,183618,NA,NA,Medialuna californiensis,LC,NA
Fis-22842,183619,NA,NA,Anchoa curta,LC,NA
Fis-35611,183620,NA,NA,Anisotremus taeniatus,LC,NA
Fis-138852,183621,183621,NA,Rypticus courtenayi,VU,MARINEFISH_PART_2
Fis-35751,183622,NA,NA,Synodus sechurae,LC,NA
NA,183623,183623,NA,Sphoeroides trichocephalus,LC,PUFFERFISH
Fis-26939,183624,183624,NA,Bodianus diplotaenia,LC,WRASSE
NA,183625,183625,NA,Halichoeres insularis,VU,WRASSE
NA,183626,NA,NA,Stathmonotus lugubris,LC,NA
NA,183627,NA,NA,Evermannia zosterura,LC,NA
Fis-113671,183628,NA,NA,Emblemaria piratica,LC,NA
Fis-113577,183629,NA,NA,Acanthemblemaria exilispinus,LC,NA
Fis-132405,183630,NA,NA,Paraclinus stephensi,LC,NA
Fis-35689,183631,NA,NA,Paralichthys woolmani,DD,NA
Fis-35680,183632,NA,NA,Citharichthys gilberti,LC,NA
NA,183633,NA,NA,Gobionellus microdon,LC,NA
NA,183634,NA,NA,Otophidium indefatigabile,LC,NA
Fis-22844,183635,NA,NA,Anchoa eigenmannia,LC,NA
Fis-23802,183636,NA,NA,Selene brevoortii,LC,NA
Fis-127725,183637,NA,NA,Tylosurus pacificus,LC,NA
Fis-125627,183638,NA,NA,Dactylagnus mundus,LC,NA
Fis-35721,183639,NA,NA,Paralonchurus goodei,LC,NA
Fis-32737,183640,NA,NA,Apogon dovii,LC,NA
NA,183641,NA,NA,Pherallodiscus varius,DD,NA
Fis-30878,183642,NA,NA,Prionotus stephanophrys,LC,NA
Fis-35639,183643,NA,NA,Muraena clepsydra,LC,NA
NA,183644,NA,NA,Cryptotrema seftoni,DD,NA
Fis-29021,183645,NA,NA,Cyclopsetta panamensis,LC,NA
Fis-35549,183646,183646,NA,Prionurus punctatus,LC,SURGEONFISH_TANGS_UNICORNFISH
NA,183647,NA,NA,Ogilbia cocoensis,VU,NA
Fis-29041,183648,NA,NA,Menticirrhus elongatus,LC,NA
Fis-32739,183649,NA,NA,Bathygobius ramosus,LC,NA
Fis-149224,183650,NA,NA,Ptereleotris carinata,LC,NA
Fis-124203,183651,NA,NA,Haemulon flaviguttatum,LC,NA
Fis-24999,183652,183652,NA,Sphoeroides annulatus,LC,PUFFERFISH
Fis-32748,183653,183653,NA,Chromis atrilobata,LC,DAMSELFISH
Fis-113546,183654,NA,NA,Paraclinus tanygnathus,LC,NA
Fis-113633,183655,NA,NA,Malacoctenus hubbsi,LC,NA
Fis-32725,183656,NA,NA,Ancylopsetta dendritica,LC,NA
Fis-23352,183657,NA,NA,Anchoa nasus,LC,NA
Fis-28888,183658,NA,NA,Trinectes fonsecensis,LC,NA
Fis-51165,183659,183659,NA,Cratinus agassizii,NT,MARINEFISH_PART_1
Fis-58200,183660,NA,NA,Antennatus sanguineus,LC,NA
NA,183661,NA,NA,Notarius kessleri,LC,NA
Fis-23681,183662,NA,NA,Opisthonema libertate,LC,NA
NA,183663,NA,NA,Trinectes opercularis,DD,NA
Fis-28987,183664,NA,NA,Muraena argus,LC,NA
Fis-35692,183665,NA,NA,Pleuronichthys ocellatus,LC,NA
Fis-124208,183666,NA,NA,Ophichthus remiger,LC,NA
Fis-24906,183667,NA,NA,Polydactylus approximans,LC,NA
Fis-132433,183668,NA,NA,Gymneleotris seminudus,LC,NA
Fis-29040,183669,NA,NA,Menticirrhus nasus,LC,NA
NA,183670,NA,NA,Opisthopterus effulgens,VU,NA
Fis-35787,183671,NA,NA,Prionotus horrens,LC,NA
Fis-130313,183672,NA,NA,Bollmannia ocellata,DD,NA
NA,183673,NA,NA,Elacatinus inornatus,LC,NA
NA,183674,NA,NA,Sciaena wieneri,DD,NA
Fis-35619,183675,NA,NA,Eucinostomus currani,LC,NA
Fis-113669,183676,NA,NA,Emblemaria nivipes,DD,NA
Fis-58268,183677,183677,NA,Rypticus bicolor,LC,MARINEFISH_PART_3
Fis-24228,183678,NA,NA,Ophichthus zophochir,LC,NA
Fis-150017,183679,NA,NA,Enneanectes carminalis,LC,NA
Fis-169083,183680,NA,NA,Genyatremus dovii,LC,NA
Fis-113821,183681,NA,NA,Pycnomma semisquamatum,DD,NA
NA,183682,NA,NA,Cynoscion othonopterus,VU,NA
Fis-35602,183683,NA,NA,Symphurus oligomerus,LC,NA
Fis-30732,183684,NA,NA,Trachinotus paitensis,LC,NA
Fis-30654,183685,NA,NA,Seriola peruana,LC,NA
Fis-146099,183686,NA,NA,Cynoscion nortoni,DD,NA
NA,183687,NA,NA,Syacium longidorsale,LC,NA
Fis-30088,183688,NA,NA,Hemicaranx zelotes,LC,NA
Fis-35582,183689,NA,NA,Monolene dubiosa,LC,NA
Fis-137837,183690,NA,NA,Xenichthys agassizii,VU,NA
Fis-32769,183691,NA,NA,Xenichthys xanti,LC,NA
Fis-24227,183692,NA,NA,Ophichthus triserialis,LC,NA
Fis-28911,183693,NA,NA,Sufflamen verres,LC,NA
Fis-113504,183694,NA,NA,Platygillellus bussingi,NT,NA
Fis-154234,183695,NA,NA,Notarius biffi,LC,NA
Fis-30868,183696,NA,NA,Pleuronichthys verticalis,LC,NA
Fis-167416,183697,NA,NA,Sargocentron suborbitalis,LC,NA
NA,183698,NA,NA,Notarius lentiginosus,DD,NA
Fis-113667,183699,NA,NA,Emblemaria hypacanthus,LC,NA
Fis-35769,183700,NA,NA,Scorpaena russula,LC,NA
Fis-113545,183701,NA,NA,Paraclinus sini,LC,NA
NA,183702,NA,NA,Orthopristis lethopristis,DD,NA
NA,183703,183703,NA,Thalassoma robertsoni,VU,WRASSE
Fis-35750,183704,NA,NA,Synodus scituliceps,LC,NA
Fis-113503,183705,NA,NA,Platygillellus altivelis,NT,NA
Fis-124168,183706,NA,NA,Callechelys eristigma,LC,NA
Fis-127137,183707,NA,NA,Echiodon exsilium,LC,NA
NA,183708,NA,NA,Evermannia panamensis,DD,NA
Fis-23496,183709,NA,NA,Ethmidium maculatum,DD,NA
NA,183710,NA,NA,Pomadasys empherus,DD,NA
NA,183711,NA,NA,Paraletharchus pacificus,LC,NA
Fis-35780,183712,183712,NA,Paralabrax auroguttatus,DD,MARINEFISH_PART_2
Fis-28993,183713,NA,NA,Xenomugil thoburni,LC,NA
Fis-28959,183714,NA,NA,Orthopristis chalceus,LC,NA
Fis-30629,183715,NA,NA,Scorpaena guttata,DD,NA
Fis-28992,183716,NA,NA,Chaenomugil proboscideus,LC,NA
NA,183717,NA,NA,Gillellus ornatus,LC,NA
Fis-35643,183718,NA,NA,Physiculus nematopus,LC,NA
Fis-30728,183719,NA,NA,Trachinotus kennedyi,LC,NA
Fis-30438,183720,NA,NA,Opisthonema berlangai,VU,NA
NA,183721,NA,NA,Stellifer ephelis,LC,NA
NA,183722,NA,NA,Gillichthys seta,VU,NA
NA,183723,NA,NA,Quietula guaymasiae,NT,NA
Fis-30514,183724,NA,NA,Porichthys notatus,LC,NA
Fis-61194,183725,183725,NA,Scartichthys variolatus,LC,COMBTOOTHBLENNIES
Fis-29038,183726,NA,NA,Micropogonias altipinnis,LC,NA
Fis-113558,183727,NA,NA,Xenomedea rhodopyga,LC,NA
NA,183728,NA,NA,Malacoctenus costaricanus,DD,NA
Fis-22970,183729,NA,NA,Trachurus symmetricus,LC,NA
Fis-113553,183730,NA,NA,Starksia spinipenis,LC,NA
Fis-28996,183731,183731,NA,Halichoeres melanotis,LC,WRASSE
NA,183732,NA,NA,Protemblemaria perla,DD,NA
Fis-28904,183733,NA,NA,Atherinella nepenthe,LC,NA
Fis-122901,183734,NA,NA,Aphos porosus,LC,NA
NA,183735,NA,NA,Cathorops tuyra,DD,NA
Fis-24420,183736,NA,NA,Anisotremus davidsonii,LC,NA
Fis-166685,183737,NA,NA,Fowlerichthys avalonis,LC,NA
NA,183738,NA,NA,Poeciliopsis prolifica,NT,NA
NA,183739,183739,NA,Xyrichtys wellingtoni,VU,WRASSE
Fis-29060,183740,NA,NA,Stellifer chrysoleuca,LC,NA
NA,183741,NA,NA,Dialommus macrocephalus,LC,NA
NA,183742,NA,NA,Anchoa analis,DD,NA
Fis-25018,183743,NA,NA,Syngnathus auliscus,LC,NA
Fis-30750,183744,NA,NA,Umbrina roncador,LC,NA
Fis-112197,183745,NA,NA,Ogilbia deroyi,LC,NA
Fis-22926,183746,183746,NA,Paralabrax humeralis,DD,MARINEFISH_PART_3
Fis-28529,183747,183747,NA,Stegastes flavilatus,LC,DAMSELFISH
NA,183748,NA,NA,Gobiosoma homochroma,EN,NA
NA,183749,NA,NA,Myripristis gildi,VU,NA
Fis-30655,183750,NA,NA,Seriphus politus,LC,NA
Fis-35759,183751,NA,NA,Bellator gymnostethus,LC,NA
Fis-126237,183752,NA,NA,Fodiator rostratus,LC,NA
Fis-140176,183754,183754,NA,Xyrichtys mundiceps,LC,WRASSE
NA,183755,NA,NA,Strongylura scapularis,LC,NA
Fis-24429,183756,NA,NA,Apogon guadalupensis,LC,NA
Fis-150747,183757,NA,NA,Ilisha fuerthii,LC,NA
Fis-112194,183758,NA,NA,Brotula ordwayi,LC,NA
NA,183759,NA,NA,Neoconger vermiformis,LC,NA
Fis-35577,183760,NA,NA,Porichthys greenei,LC,NA
Fis-35686,183761,NA,NA,Hippoglossina macrops,LC,NA
NA,183762,NA,NA,Bollmannia longpinnus,DD,NA
Fis-23613,183763,NA,NA,Lutjanus aratus,LC,NA
Fis-113505,183764,NA,NA,Exerpes asper,LC,NA
Fis-24453,183765,NA,NA,Bagre panamensis,LC,NA
NA,183766,183766,NA,Hypsoblennius sordidus,LC,COMBTOOTHBLENNIES
Fis-30096,183767,NA,NA,Hemiramphus saltator,LC,NA
Fis-145374,183768,NA,NA,Pontinus strigatus,LC,NA
Fis-28658,183769,183769,NA,Paralabrax albomaculatus,EN,MARINEFISH_PART_2
Fis-113726,183770,NA,NA,Cerdale ionthas,DD,NA
NA,183771,183771,NA,Halichoeres adustus,VU,WRASSE
NA,183772,NA,NA,Membras gilberti,LC,NA
Fis-158886,183773,NA,NA,Ogilbia boydwalkeri,LC,NA
Fis-34870,183774,183774,NA,Azurina hirundo,NT,DAMSELFISH
Fis-29372,183775,NA,NA,Engraulis ringens,LC,NA
Fis-23550,183776,NA,NA,Hirundichthys rondeletii,LC,NA
Fis-22779,183777,NA,NA,Lutjanus guttatus,LC,NA
NA,183778,NA,NA,Cynoscion albus,DD,NA
Fis-35578,183779,NA,NA,Porichthys mimeticus,LC,NA
Fis-22782,183780,NA,NA,Lutjanus jordani,LC,NA
Fis-24695,183781,183781,NA,Hypsoblennius gilberti,LC,COMBTOOTHBLENNIES
Fis-58260,183782,NA,NA,Lythrypnus gilberti,VU,NA
Fis-29013,183783,NA,NA,Quassiremus nothochir,LC,NA
Fis-29059,183784,NA,NA,Pareques perissa,DD,NA
NA,183785,NA,NA,Chriolepis dialepta,VU,NA
Fis-24666,183786,183786,NA,Hemanthias peruanus,LC,MARINEFISH_PART_3
NA,183787,NA,NA,Etropus delsmani,DD,NA
Fis-26969,183788,NA,NA,Paraclinus mexicanus,LC,NA
Fis-28522,183789,183789,NA,Nexilosus latifrons,LC,DAMSELFISH
NA,183790,NA,NA,Lepophidium stigmatistium,LC,NA
NA,183791,NA,NA,Pontinus vaughani,LC,NA
NA,183792,NA,NA,Akko brevis,DD,NA
Fis-34878,183793,183793,NA,Chromis intercrusma,LC,DAMSELFISH
Fis-125633,183794,NA,NA,Platygillellus rubellulus,VU,NA
Fis-28963,183795,NA,NA,Pomadasys branickii,LC,NA
Fis-35593,183796,NA,NA,Symphurus callopterus,LC,NA
NA,183797,NA,NA,Citharichthys gordae,DD,NA
Fis-142480,183798,183798,NA,Hemilutjanus macrophthalmos,DD,MARINEFISH_PART_3
Fis-30289,183799,NA,NA,Merluccius angustimanus,LC,NA
NA,183800,NA,NA,Akko rossi,DD,NA
Fis-24858,183801,NA,NA,Paralichthys californicus,LC,NA
NA,183802,NA,NA,Arcos decoris,LC,NA
Fis-35596,183803,NA,NA,Symphurus fasciolaris,LC,NA
Fis-113548,183804,NA,NA,Starksia fulva,LC,NA
Fis-62853,183805,NA,NA,Girella freminvillei,LC,NA
Fis-35600,183806,NA,NA,Symphurus melasmatotheca,LC,NA
Fis-35676,183807,NA,NA,Pseudomyrophis micropinna,LC,NA
Fis-23426,183808,NA,NA,Carangoides otrynter,LC,NA
Fis-35778,183809,183809,NA,Diplectrum rostrum,LC,MARINEFISH_PART_3
Fis-35592,183810,NA,NA,Symphurus atramentatus,LC,NA
NA,183811,NA,NA,Anchoa mundeola,LC,NA
Fis-35696,183812,NA,NA,Odontoscion xanthops,LC,NA
Fis-29028,183813,183813,NA,Nicholsina denticulata,LC,WRASSE
Fis-23536,183814,NA,NA,Hemicaranx leucurus,LC,NA
Fis-158895,183815,NA,NA,Ogilbia davidsmithi,LC,NA
Fis-130321,183816,NA,NA,Bollmannia umbrosa,DD,NA
Fis-24662,183817,183817,NA,Halichoeres semicinctus,LC,WRASSE
NA,183818,NA,NA,Ariopsis seemanni,LC,NA
NA,183819,NA,NA,Tomicodon myersi,LC,NA
Fis-35407,183820,NA,NA,Prionotus miles,VU,NA
Fis-32715,183821,NA,NA,Ogcocephalus darwini,LC,NA
Fis-26904,183822,183822,NA,Halichoeres dispilus,LC,WRASSE
NA,183823,NA,NA,Syacium maculiferum,DD,NA
Fis-162056,183824,NA,NA,Opistognathus fossoris,LC,NA
Fis-28516,183825,183825,NA,Microspathodon dorsalis,LC,DAMSELFISH
NA,183826,NA,NA,Paraletharchus opercularis,VU,NA
Fis-29687,183827,NA,NA,Atherinopsis californiensis,LC,NA
Fis-131316,183828,NA,NA,Ophichthus mecopterus,LC,NA
NA,183829,NA,NA,Paralonchurus petersii,LC,NA
Fis-24937,183830,NA,NA,Roncador stearnsii,LC,NA
NA,183831,NA,NA,Parrella lucretiae,LC,NA
NA,183832,NA,NA,Gobulus birdsongi,CR,NA
Fis-28956,183833,NA,NA,Haemulopsis leuciscus,LC,NA
Fis-35620,183835,NA,NA,Eucinostomus entomelas,LC,NA
NA,183836,NA,NA,Scytalichthys miurus,LC,NA
NA,183837,NA,NA,Atherinella guatemalensis,LC,NA
Fis-113480,183838,NA,NA,Gillellus searcheri,LC,NA
Fis-32807,183839,183839,NA,Scarus perrico,LC,WRASSE
Fis-32757,183840,NA,NA,Labrisomus xanti,LC,NA
Fis-113583,183841,NA,NA,Acanthemblemaria hancocki,LC,NA
NA,183842,NA,NA,Chlopsis bicollaris,NT,NA
Fis-35729,183843,NA,NA,Umbrina bussingi,LC,NA
NA,183844,NA,NA,Batrachoides pacifici,LC,NA
Fis-113467,183845,NA,NA,Gillellus arenicola,LC,NA
NA,183846,NA,NA,Gobiesox papillifer,LC,NA
NA,183847,NA,NA,Sciades dowii,LC,NA
Fis-24451,183848,NA,NA,Atractoscion nobilis,LC,NA
Fis-28408,183849,NA,NA,Kyphosus elegans,LC,NA
Fis-28984,183850,NA,NA,Gymnothorax equatorialis,LC,NA
Fis-113613,183851,NA,NA,Coralliozetus rosenblatti,LC,NA
NA,183852,183852,NA,Serranus socorroensis,VU,MARINEFISH_PART_1
Fis-113550,183853,NA,NA,Starksia galapagensis,VU,NA
Fis-32756,183854,NA,NA,Labrisomus multiporosus,LC,NA
Fis-113302,183855,NA,NA,Axoclinus cocoensis,VU,NA
Fis-29948,183856,NA,NA,Engraulis mordax,LC,NA
NA,183857,NA,NA,Daector reticulata,VU,NA
Fis-24855,183858,183858,NA,Paralabrax clathratus,LC,MARINEFISH_PART_3
Fis-62604,183859,NA,NA,Gymnothorax porphyreus,LC,NA
NA,183860,NA,NA,Pseudorhombus binii,DD,NA
Fis-24857,183861,183861,NA,Paralabrax nebulifer,LC,MARINEFISH_PART_3
Fis-28918,183862,NA,NA,Bothus leopardinus,LC,NA
NA,183863,NA,NA,Pareques fuscovittatus,LC,NA
Fis-29031,183864,NA,NA,Bairdiella ensifera,LC,NA
NA,183865,NA,NA,Ekemblemaria lira,DD,NA
Fis-29006,183866,NA,NA,Apterichtus equatorialis,LC,NA
Fis-142282,183867,NA,NA,Dactyloscopus byersi,LC,NA
Fis-31244,183868,NA,NA,Prognichthys sealei,LC,NA
NA,183869,NA,NA,Menticirrhus ophicephalus,LC,NA
Fis-34874,183870,183870,NA,Chromis alta,LC,DAMSELFISH
Fis-113926,183871,NA,NA,Ctenogobius manglicola,LC,NA
Fis-29810,183872,NA,NA,Chloroscombrus orqueta,LC,NA
Fis-58221,183873,NA,NA,Acanthemblemaria castroi,VU,NA
Fis-27805,183874,NA,NA,Diapterus peruvianus,LC,NA
Fis-24698,183875,183875,NA,Hypsoblennius jenkinsi,LC,COMBTOOTHBLENNIES
NA,183876,NA,NA,Opisthopterus equatorialis,LC,NA
NA,183877,NA,NA,Bascanichthys panamensis,LC,NA
Fis-23089,183878,NA,NA,Cetengraulis mysticetus,LC,NA
Fis-144385,183879,NA,NA,Opistognathus fenmutis,DD,NA
NA,183880,NA,NA,Gobiesox woodsi,VU,NA
Fis-35606,183881,NA,NA,Symphurus williamsi,LC,NA
NA,183882,NA,NA,Herpetoichthys fossatus,LC,NA
NA,183883,NA,NA,Ethadophis byrnei,DD,NA
NA,183884,NA,NA,Callechelys galapagensis,DD,NA
Fis-29629,183885,NA,NA,Anchoa chamensis,VU,NA
Fis-113684,183886,183886,NA,Entomacrodus chiostictus,LC,COMBTOOTHBLENNIES
NA,183887,NA,NA,Ophichthus apachus,DD,NA
Fis-29007,183888,NA,NA,Echiophis brunneus,LC,NA
Fis-29015,183889,NA,NA,Lepophidium microlepis,LC,NA
NA,183890,NA,NA,Leptenchelys vermiformis,DD,NA
Fis-35610,183891,NA,NA,Prognichthys tringa,LC,NA
Fis-35598,183892,NA,NA,Symphurus leei,LC,NA
NA,183893,NA,NA,Umbrina analis,LC,NA
NA,183894,NA,NA,Gobiesox schultzi,LC,NA
NA,183895,183895,NA,Acanthistius pictus,LC,MARINEFISH_PART_1
NA,183896,NA,NA,Paraclinus walkeri,CR,NA
Fis-35785,183897,NA,NA,Prionotus albirostris,LC,NA
NA,183898,183898,NA,Diplectrum conceptione,LC,MARINEFISH_PART_1
NA,183899,NA,NA,Umbrina reedi,LC,NA
NA,183900,NA,NA,Bollmannia macropoma,DD,NA
Fis-29066,183901,NA,NA,Cynoscion squamipinnis,LC,NA
NA,183902,NA,NA,Lythrypnus alphigena,DD,NA
Fis-28919,183903,NA,NA,Perissias taeniopterus,LC,NA
NA,183904,NA,NA,Hyporhamphus snyderi,LC,NA
Fis-144874,183905,NA,NA,Myrichthys pantostigmius,LC,NA
Fis-35599,183906,NA,NA,Symphurus melanurus,LC,NA
NA,183907,183907,NA,Parahypsos piersoni,LC,COMBTOOTHBLENNIES
NA,183908,NA,NA,Ophichthus rugifer,LC,NA
NA,183909,183909,NA,Scartichthys crapulatus,LC,COMBTOOTHBLENNIES
Fis-23680,183910,NA,NA,Opisthonema bulleri,LC,NA
NA,183911,NA,NA,Stellifer oscitans,LC,NA
NA,183912,NA,NA,Pomadasys schyrii,DD,NA
NA,183913,NA,NA,Sciaena fasciata,LC,NA
NA,183914,NA,NA,Evermannia erici,DD,NA
NA,183915,NA,NA,Lophogobius cristulatus,LC,NA
Fis-113878,183916,NA,NA,Gobulus hancocki,LC,NA
Fis-22995,183917,NA,NA,Anchovia macrolepidota,LC,NA
NA,183918,NA,NA,Bascanichthys cylindricus,LC,NA
Fis-35786,183919,NA,NA,Prionotus birostratus,LC,NA
Fis-147762,183920,NA,NA,Trinectes xanthurus,LC,NA
Fis-32717,183921,NA,NA,Muraena lentiginosa,LC,NA
Fis-23683,183922,NA,NA,Opisthopterus dovii,LC,NA
Fis-35652,183923,183923,NA,Decodon melasma,LC,WRASSE
NA,183924,183924,NA,Hypsoblennius robustus,LC,COMBTOOTHBLENNIES
Fis-28684,183925,183925,NA,Sphoeroides angusticeps,LC,PUFFERFISH
Fis-24925,183926,NA,NA,Quietula y-cauda,LC,NA
NA,183927,NA,NA,Guavina micropus,DD,NA
Fis-30908,183928,NA,NA,Xystreurys liolepis,LC,NA
Fis-30318,183929,NA,NA,Mugil hospes,LC,NA
Fis-116143,183930,NA,NA,Grammonus diagrammus,LC,NA
Fis-23535,183931,NA,NA,Harengula thrissina,LC,NA
Fis-27804,183932,NA,NA,Achirus mazatlanus,LC,NA
Fis-29025,183933,NA,NA,Hippoglossina tetrophthalma,LC,NA
NA,183934,NA,NA,Anchoviella balboae,DD,NA
NA,183935,NA,NA,Paralonchurus dumerilii,LC,NA
Fis-158896,183936,NA,NA,Ogilbia jewettae,LC,NA
Fis-28708,183937,NA,NA,Orthopristis cantharinus,DD,NA
Fis-32767,183938,183938,NA,Rypticus nigripinnis,LC,MARINEFISH_PART_1
NA,183939,NA,NA,Notarius cookei,VU,NA
Fis-32768,183940,NA,NA,Scorpaena histrio,LC,NA
Fis-151200,183941,NA,NA,Chaenopsis alepidota,LC,NA
NA,183942,NA,NA,Aseraggodes herrei,DD,NA
Fis-170461,183943,NA,NA,Gobioclinus dendriticus,VU,NA
Fis-35586,183944,NA,NA,Gorgasia punctata,LC,NA
Fis-26612,183945,NA,NA,Micropogonias manni,DD,NA
NA,183946,NA,NA,Ophioscion strabo,LC,NA
Fis-32743,183947,NA,NA,Bollmannia chlamydes,LC,NA
Fis-23615,183948,NA,NA,Lutjanus argentiventris,LC,NA
Fis-132403,183949,NA,NA,Paraclinus ditrichus,DD,NA
Fis-113842,183950,NA,NA,Lythrypnus insularis,VU,NA
NA,183951,NA,NA,Hyporhamphus naos,LC,NA
Fis-113607,183952,NA,NA,Coralliozetus micropes,LC,NA
NA,183953,NA,NA,Petrotyx hopkinsi,LC,NA
Fis-23097,183954,NA,NA,Cynoscion analis,LC,NA
NA,183955,NA,NA,Starksia hoesei,DD,NA
Fis-28957,183956,NA,NA,Haemulopsis nitidus,LC,NA
Fis-24450,183957,NA,NA,Atherinops affinis,LC,NA
NA,183958,NA,NA,Chriolepis cuneata,DD,NA
NA,183959,NA,NA,Labrisomus pomaspilus,DD,NA
NA,183960,NA,NA,Parrella ginsburgi,DD,NA
NA,183961,183961,NA,Stegastes baldwini,NT,DAMSELFISH
NA,183962,NA,NA,Pisodonophis daspilotus,NT,NA
Fis-150883,183963,183963,NA,Stegastes leucorus,VU,DAMSELFISH
Fis-167613,183964,NA,NA,Monolene asaedai,DD,NA
Fis-29573,183965,NA,NA,Trachurus murphyi,DD,NA
NA,183966,NA,NA,Gymnothorax serratidens,DD,NA
Fis-28999,183967,NA,NA,Lophiodes spilurus,LC,NA
NA,183968,NA,NA,Acanthemblemaria stephensi,VU,NA
Fis-29667,183969,NA,NA,Argentina sialis,LC,NA
Fis-121542,183970,NA,NA,Brotula clarkae,DD,NA
Fis-24464,183971,NA,NA,Bellator xenisma,LC,NA
Fis-23671,183972,NA,NA,Oligoplites altus,LC,NA
NA,183973,NA,NA,Diapterus aureolus,LC,NA
NA,183974,NA,NA,Stellifer pizarroensis,LC,NA
Fis-113956,183975,NA,NA,Microgobius curtus,LC,NA
Fis-58277,183976,183976,NA,Liopropoma fasciatum,LC,MARINEFISH_PART_2
Fis-24907,183977,NA,NA,Polydactylus opercularis,LC,NA
Fis-123138,183978,183978,NA,Serranus aequidens,LC,MARINEFISH_PART_3
NA,183979,NA,NA,Barbulifer mexicanus,DD,NA
Fis-118500,183980,183980,NA,Plagiotremus azaleus,LC,COMBTOOTHBLENNIES
NA,183981,NA,NA,Gobioides peruanus,LC,NA
Fis-35552,183982,NA,NA,Argentina aliceae,LC,NA
Fis-132463,183983,NA,NA,Microgobius crocatus,LC,NA
NA,183984,NA,NA,Bairdiella armata,LC,NA
Fis-35647,183985,183985,NA,Thalassoma grammaticum,LC,WRASSE
Fis-28893,183986,NA,NA,Bagre pinnimaculatus,LC,NA
Fis-35682,183988,NA,NA,Citharichthys platophrys,LC,NA
Fis-35698,183989,NA,NA,Menticirrhus paitensis,LC,NA
NA,183990,NA,NA,Exocoetus peruvianus,DD,NA
