iucn_sid,pop_trend,am_sid,sciname,trend_score
155152,decreasing,Fis-23612,Lutjanus apodus,-0.5
155153,unknown,Fis-32296,Atherion elymus,NA
155156,stable,Fis-58278,Lepidonectes corallicola,0
155159,stable,Fis-23866,Trachinotus rhodopus,0
155160,unknown,Fis-31001,Hygophum proximum,NA
155161,unknown,Fis-116962,Lycodes concolor,NA
155163,unknown,Fis-23531,Haemulon striatum,NA
155164,decreasing,Fis-60987,Polydactylus microstomus,-0.5
155165,decreasing,Fis-31914,Corythoichthys amplexus,-0.5
155166,unknown,Fis-148881,Chilomycterus schoepfii,NA
155167,unknown,Fis-24764,Malacoctenus macropus,NA
155172,unknown,Fis-26943,Pontinus macrocephalus,NA
155174,stable,Fis-30352,Neoclinus uninotatus,0
155176,unknown,Fis-149496,Parupeneus crassilabris,NA
155177,unknown,Fis-23224,Psenopsis anomala,NA
155178,unknown,Fis-112180,Heteroconger klausewitzi,NA
155179,unknown,Fis-24933,Rhacochilus vacca,NA
155180,unknown,Fis-29746,Calamus cervigoni,NA
155181,unknown,Fis-23435,Chirocentrodon bleekerianus,NA
155182,unknown,Fis-25418,Pomadasys incisus,NA
155183,stable,Fis-32574,Paralichthodes algoensis,0
155184,unknown,Fis-132198,Neobythites bimaculatus,NA
155186,unknown,Fis-25099,Cirripectes filamentosus,NA
155189,unknown,Fis-50311,Scopeloberyx opisthopterus,NA
155190,unknown,Fis-133336,Simenchelys parasitica,NA
155192,unknown,Fis-47408,Johnius novaeguineae,NA
155193,stable,Fis-27747,Coradion melanopus,0
155194,unknown,Fis-144753,Cirripectes alleni,NA
155195,unknown,Fis-139478,Ichthyococcus irregularis,NA
155199,unknown,Fis-130805,Ethadophis akkistikos,NA
155200,unknown,Fis-28581,Parapercis xanthozona,NA
155201,stable,Fis-33259,Ambassis urotaenia,0
155203,unknown,Fis-55811,Talismania bifurcata,NA
155204,unknown,Fis-143668,Lycodes paamiuti,NA
155205,stable,Fis-32745,Caulolatilus affinis,0
155211,unknown,Fis-132269,Synaphobranchus oregoni,NA
155212,decreasing,Fis-25020,Cosmocampus elucens,-0.5
155213,unknown,Fis-23851,Synodus saurus,NA
155214,stable,Fis-49011,Gobius fallax,0
155215,unknown,Fis-8265,Dicologlossa cuneata,NA
155216,unknown,Fis-30824,Icelinus filamentosus,NA
155219,unknown,Fis-126978,Paracentropogon vespa,NA
155220,stable,Fis-22163,Chaetodon sedentarius,0
155221,unknown,Fis-138816,Halichoeres papilionaceus,NA
155222,unknown,Fis-35124,Pentaceros japonicus,NA
155223,unknown,Fis-152348,Gobiopterus mindanensis,NA
155224,unknown,Fis-25831,Scorpaenodes hirsutus,NA
155225,unknown,Fis-136960,Arnoglossus rueppelii,NA
155226,unknown,Fis-48954,Chromogobius quadrivittatus,NA
155227,unknown,Fis-132814,Serrivomer lanceolatoides,NA
155229,unknown,Fis-31903,Nemateleotris magnifica,NA
155231,unknown,Fis-29180,Meuschenia hippocrepis,NA
155232,unknown,Fis-35982,Rhamphocetichthys savagei,NA
155235,unknown,Fis-23594,Lile piquitinga,NA
155237,unknown,Fis-50570,Enneapterygius abeli,NA
155238,unknown,Fis-28627,Halichoeres binotopsis,NA
155239,unknown,Fis-25388,Branchiostegus semifasciatus,NA
155240,unknown,Fis-23303,Thryssa mystax,NA
155241,unknown,Fis-116558,Hadropogonichthys lindbergi,NA
155243,unknown,Fis-31031,Branchiostegus japonicus,NA
155244,unknown,Fis-25190,Nemipterus nemurus,NA
155245,stable,Fis-24802,Mulloidichthys dentatus,0
155246,stable,Fis-33179,Synaphobranchus kaupii,0
155250,unknown,Fis-31047,Dentex congoensis,NA
155252,unknown,Fis-140522,Pseudojuloides kaleidos,NA
155253,unknown,Fis-30152,Jenkinsia majua,NA
155254,unknown,Fis-29091,Sebastes cortezi,NA
155255,unknown,Fis-28517,Neopomacentrus bankieri,NA
155257,unknown,Fis-47311,Cheilopogon rapanouiensis,NA
155259,unknown,Fis-23290,Strongylura marina,NA
155260,unknown,Fis-27728,Benthosema pterotum,NA
155261,decreasing,Fis-32731,Brachypleura novaezeelandiae,-0.5
155263,stable,Fis-145821,Paraclinus rubicundus,0
155264,unknown,Fis-150366,Lepidoperca filamenta,NA
155265,unknown,Fis-31177,Malacocephalus occidentalis,NA
155266,unknown,Fis-114615,Ariosoma selenops,NA
155268,unknown,Fis-25265,Scatophagus argus,NA
155270,stable,NA,Entomacrodus stellifer,0
155271,unknown,Fis-55431,Pseudochromis dixurus,NA
155272,unknown,Fis-127143,Nesogobius hinsbyi,NA
155273,unknown,Fis-170294,Ostorhinchus lateralis,NA
155274,stable,Fis-167313,Apogon wassinki,0
155276,stable,Fis-22834,Thunnus atlanticus,0
155277,unknown,Fis-166689,Antennarius analis,NA
155278,unknown,Fis-113900,Microgobius erectus,NA
155281,unknown,Fis-35417,Seriolella caerulea,NA
155282,stable,Fis-137993,Gobius xanthocephalus,0
155285,unknown,Fis-112549,Vanacampus vercoi,NA
155289,unknown,Fis-27708,Schedophilus pemarco,NA
155290,unknown,Fis-25406,Scarus schlegeli,NA
155291,stable,Fis-22190,Mugil incilis,0
155292,unknown,NA,Sparisoma strigatum,NA
155293,unknown,Fis-28965,Pomadasys panamensis,NA
155294,unknown,Fis-23355,Anchoviella brevirostris,NA
155295,unknown,Fis-54333,Pseudanthias ignitus,NA
155296,unknown,Fis-30053,Glossanodon pygmaeus,NA
155300,unknown,Fis-25868,Pentapodus emeryii,NA
155301,unknown,Fis-32916,Rhinomuraena quaesita,NA
155302,stable,Fis-160978,Nectamia annularis,0
155304,unknown,Fis-35210,Pomacentrus milleri,NA
155308,stable,Fis-26704,Centropyge loricula,0
155309,unknown,Fis-22885,Isacia conceptionis,NA
155310,stable,Fis-24449,Atherinomorus stipes,0
155311,unknown,Fis-30559,Raconda russeliana,NA
155313,unknown,Fis-31872,Canthigaster leoparda,NA
155314,unknown,Fis-134684,Pseudocheilinus ocellatus,NA
155320,unknown,Fis-149461,Nannobrachium gibbsi,NA
155321,unknown,Fis-32869,Helcogramma decurrens,NA
155322,unknown,Fis-54508,Plectrogenium nanum,NA
155323,unknown,Fis-60710,Plectranthias bauchotae,NA
155325,unknown,Fis-64696,Ogcocephalus pumilus,NA
155326,unknown,Fis-29237,Acanthistius ocellatus,NA
155327,stable,Fis-113438,Crocodilichthys gracilis,0
155328,unknown,Fis-114767,Paratriacanthodes herrei,NA
155329,unknown,Fis-130876,Ophichthus altipennis,NA
155330,unknown,Fis-25119,Pomadasys maculatus,NA
155623,unknown,SLB-70235,Mytilopsis leucophaeata,NA
157254,stable,NA,Psammodromus manuelae,0
157256,decreasing,NA,Natrix tessellata,-0.5
157261,increasing,NA,Hemidactylus turcicus,0.5
157273,stable,NA,Chamaeleo africanus,0
157280,stable,NA,Psammodromus jeanneae,0
158617,stable,Fis-160439,Squalus edmundsi,0
158625,unknown,Fis-161846,Odontanthias tapui,NA
158626,stable,Fis-160987,Nectamia fusca,0
158627,unknown,Fis-26192,Pseudanthias pleurotaenia,NA
158628,unknown,Fis-165214,Nectamia zebrinus,NA
158632,stable,Fis-35632,Salarias sinuosus,0
161317,unknown,Fis-32973,Benthobatis marcida,NA
161319,stable,Fis-158513,Bathyraja mariposa,0
161320,decreasing,Fis-12913,Rhinobatos albomaculatus,-0.5
161322,unknown,NA,Amblyraja robertsi,NA
161325,unknown,Fis-29545,Squatina nebulosa,NA
161329,unknown,Fis-160851,Dipturus cerva,NA
161334,unknown,Fis-30323,Mustelus californicus,NA
161336,unknown,Fis-29516,Scyliorhinus boa,NA
161337,unknown,Fis-54790,Pavoraja alleni,NA
161339,decreasing,Fis-33084,Raja radula,-0.5
161342,unknown,Fis-47368,Gymnura australis,NA
161345,unknown,Fis-131803,Rajella bathyphila,NA
161346,unknown,Fis-54860,Narcine westraliensis,NA
161350,unknown,Fis-131458,Bathyraja maculata,NA
161358,unknown,Fis-162450,Sinobatis melanosoma,NA
161360,unknown,Fis-160383,Squalus chloroculus,NA
161364,unknown,Fis-23132,Galeus eastmani,NA
161366,unknown,Fis-15353,Bathyraja spinicauda,NA
161370,stable,Fis-54800,Pavoraja nitida,0
161371,unknown,Fis-132544,Rajella bigelowi,NA
161372,unknown,Fis-35261,Bathyraja andriashevi,NA
161373,unknown,Fis-22814,Pseudobatos percellens,NA
161375,stable,Fis-24315,Bathyraja trachura,0
161376,unknown,Fis-23070,Carcharhinus sorrah,NA
161377,unknown,Fis-167643,Rajella lintea,NA
161378,decreasing,Fis-23043,Carcharhinus acronotus,-0.5
161379,unknown,Fis-162449,Sinobatis borneensis,NA
161381,unknown,Fis-52118,Bathyraja minispinosa,NA
161383,unknown,Fis-160950,Neoraja iberica,NA
161385,decreasing,NA,Potamotrygon magdalenae,-0.5
161386,unknown,Fis-139798,Bathytoshia lata,NA
161388,unknown,Fis-23124,Etmopterus spinax,NA
161391,unknown,Fis-26347,Rhinoraja murrayi,NA
161394,unknown,NA,Urotrygon simulatrix,NA
161395,unknown,Fis-31606,Triakis scyllium,NA
161398,stable,Fis-29397,Galeus melastomus,0
161399,stable,Fis-23251,Scyliorhinus canicula,0
161402,increasing,NA,Bathyraja interrupta,0.5
161404,decreasing,Fis-160378,Squalus montalbani,-0.5
161409,decreasing,Fis-33049,Rhinobatos irvinei,-0.5
161410,unknown,Fis-160691,Squalus hemipinnis,NA
161418,decreasing,Fis-131898,Leucoraja erinacea,-0.5
161419,unknown,Fis-131899,Leucoraja garmani,NA
161423,unknown,Fis-35520,Narcine vermiculatus,NA
161425,decreasing,Fis-32453,Raja undulata,-0.5
161426,unknown,Fis-31571,Chiloscyllium arabicum,NA
161428,unknown,Fis-160925,Electrolux addisoni,NA
161430,stable,Fis-52119,Bathyraja lindbergi,0
161431,decreasing,Fis-28555,Urogymnus granulatus,-0.5
161435,unknown,NA,Scyliorhinus torazame,NA
161441,unknown,NA,Etmopterus villosus,NA
161442,unknown,Fis-29320,Centrophorus lusitanicus,NA
161443,unknown,Fis-23123,Etmopterus pusillus,NA
161444,unknown,Fis-35262,Bathyraja tzinovskii,NA
161449,unknown,Fis-29520,Scyliorhinus torrei,NA
161452,unknown,Fis-131850,Amblyraja badia,NA
161454,unknown,Fis-52108,Bathyraja isotrachys,NA
161456,unknown,NA,Squatina formosa,NA
161459,decreasing,NA,Raja maderensis,-0.5
161461,decreasing,Fis-132546,Leucoraja fullonica,-0.5
161462,unknown,Fis-52113,Bathyraja diplotaenia,NA
161463,unknown,Fis-27241,Rhinoptera marginata,NA
161464,decreasing,Fis-132547,Leucoraja circularis,-0.5
161465,unknown,Fis-159119,Pastinachus solocirostris,NA
161466,stable,Fis-30566,Raja inornata,0
161468,unknown,Fis-31585,Eridacnis radcliffei,NA
161469,unknown,NA,Squalus raoulensis,NA
161471,unknown,Fis-24311,Bathyraja parmifera,NA
161475,unknown,NA,Hydrolagus lusitanicus,NA
161477,decreasing,Fis-58997,Malacoraja senta,-0.5
161479,unknown,Fis-23130,Galeus arae,NA
161484,unknown,Fis-23256,Scyliorhinus stellaris,NA
161486,unknown,Fis-28825,Bathyraja spinosissima,NA
161489,unknown,Fis-164471,Dentiraja lemprieri,NA
161491,unknown,Fis-131855,Amblyraja jenseni,NA
161492,unknown,Fis-132550,Leucoraja wallacei,NA
161495,decreasing,Fis-25398,Fontitrygon margarita,-0.5
161496,unknown,Fis-160854,Spiniraja whitleyi,NA
161501,unknown,Fis-25903,Iago omanensis,NA
161505,unknown,Fis-47495,Maculabatis toshi,NA
161506,unknown,Fis-140161,Paragaleus randalli,NA
161507,unknown,Fis-25901,Hemitriakis japanica,NA
161510,unknown,NA,Mobula rochebrunei,NA
161512,unknown,Fis-131810,Rajella fuliginea,NA
161517,unknown,Fis-29381,Etmopterus lucifer,NA
161521,unknown,Fis-23078,Centroscyllium fabricii,NA
161524,unknown,Fis-23058,Carcharhinus isodon,NA
161525,unknown,NA,Squatina tergocellatoides,NA
161526,decreasing,Fis-23044,Carcharhinus albimarginatus,-0.5
161529,unknown,Fis-32092,Bathyraja maccaini,NA
161534,unknown,Fis-52133,Rhinoraja kujiensis,NA
161535,unknown,Fis-132520,Dipturus gudgeri,NA
161539,unknown,Fis-156398,Hemigaleus australiensis,NA
161540,decreasing,Fis-139869,Maculabatis pastinacoides,-0.5
161541,unknown,NA,Urotrygon reticulata,NA
161542,decreasing,Fis-131853,Amblyraja radiata,-0.5
161544,unknown,Fis-29503,Schroederichthys maculatus,NA
161546,decreasing,Fis-159332,Urogymnus lobistomus,-0.5
161547,decreasing,Fis-139871,Pateobatis uarnacoides,-0.5
161551,unknown,Fis-23104,Deania profundorum,NA
161553,unknown,Fis-159585,Insentiraja subtilispinosa,NA
161557,unknown,Fis-132130,Chiloscyllium hasselti,NA
161558,unknown,Fis-29544,Squatina japonica,NA
161566,unknown,Fis-47488,Maculabatis gerrardi,NA
161570,decreasing,Fis-148497,Lamiopsis temminckii,-0.5
161574,increasing,Fis-23159,Holohalaelurus regani,0.5
161575,unknown,Fis-52138,Rhinoraja longicauda,NA
161579,decreasing,Fis-139780,Brevitrygon walga,-0.5
161587,unknown,Fis-131802,Rajella fyllae,NA
161589,unknown,Fis-27336,Platyrhina sinensis,NA
161595,stable,Fis-24312,Raja rhina,0
161596,unknown,Fis-47343,Aptychotrema rostrata,NA
161597,decreasing,Fis-31568,Alopias pelagicus,-0.5
161598,decreasing,Fis-159113,Pateobatis hortlei,-0.5
161599,stable,Fis-31187,Raja miraletus,0
161600,stable,Fis-156241,Rhinoraja taranetzi,0
161609,unknown,NA,Potamotrygon orbignyi,NA
161611,unknown,NA,Glyphis siamensis,NA
161612,unknown,Fis-52129,Bathyraja smirnovi,NA
161615,decreasing,Fis-35264,Pateobatis fai,-0.5
161618,unknown,NA,Hemitrygon laevigata,NA
161621,decreasing,Fis-28553,Himantura undulata,-0.5
161622,stable,Fis-131893,Rajella kukujevi,0
161623,unknown,Fis-131992,Bathyraja fedorovi,NA
161624,unknown,NA,Benthobatis yangi,NA
161626,unknown,Fis-132548,Leucoraja naevus,NA
161628,increasing,Fis-54855,Narcine tasmaniensis,0.5
161629,unknown,Fis-24314,Raja stellulata,NA
161631,decreasing,Fis-131864,Leucoraja ocellata,-0.5
161635,unknown,Fis-23105,Deania quadrispinosa,NA
161637,unknown,Fis-160853,Dipturus australis,NA
161640,unknown,Fis-30324,Mustelus lunulatus,NA
161643,unknown,Fis-58398,Dasyatis chrysonota,NA
161644,unknown,Fis-160266,Halaelurus maculosus,NA
161648,unknown,Fis-24133,Mustelus henlei,NA
161650,unknown,NA,Haploblepharus pictus,NA
161651,unknown,Fis-160887,Orectolobus parvimaculatus,NA
161652,decreasing,Fis-160938,Holohalaelurus favus,-0.5
161655,unknown,Fis-54787,Irolita waitii,NA
161658,unknown,Fis-30564,Raja eglanteria,NA
161659,unknown,Fis-32091,Bathyraja irrasa,NA
161661,stable,Fis-24308,Bathyraja aleutica,0
161664,unknown,Fis-160886,Orectolobus floridus,NA
161665,unknown,Fis-47411,Narke japonica,NA
161666,stable,Fis-131718,Neoraja caerulea,0
161667,unknown,NA,Haploblepharus kistnasamyi,NA
161669,decreasing,Fis-52100,Beringraja pulchra,-0.5
161673,unknown,Fis-33294,Raja polystigma,NA
161674,unknown,Fis-30995,Hexatrygon bickelli,NA
161675,decreasing,Fis-23158,Holohalaelurus punctatus,-0.5
161683,unknown,NA,Bathyraja microtrachys,NA
161691,decreasing,Fis-31017,Raja brachyura,-0.5
161692,decreasing,Fis-26148,Himantura uarnak,-0.5
161695,unknown,Fis-25889,Chaenogaleus macrostoma,NA
161696,decreasing,Fis-23898,Alopias superciliosus,-0.5
161700,unknown,Fis-149485,Narcine lasti,NA
161701,stable,NA,Bathyraja trachouros,0
161702,unknown,Fis-131870,Rajella purpuriventralis,NA
161705,stable,Fis-23133,Galeus murinus,0
161709,stable,NA,Orectolobus halei,0
161714,stable,Fis-23152,Heterodontus japonicus,0
161719,unknown,NA,Fluvitrygon kittipongi,NA
161722,unknown,Fis-123550,Bathyraja bergi,NA
161729,decreasing,Fis-132537,Dipturus nidarosiensis,-0.5
161731,unknown,Fis-20033,Pteroplatytrygon violacea,NA
161736,unknown,NA,Atelomycterus baliensis,NA
161742,unknown,NA,Rhinoraja odai,NA
161743,unknown,Fis-30586,Pseudobatos lentiginosus,NA
161744,decreasing,Fis-35265,Pateobatis jenkinsii,-0.5
161745,unknown,Fis-32811,Temera hardwickii,NA
161746,unknown,Fis-33775,Heteronarce garmani,NA
162509,unknown,SLB-71311,Sepia trygonina,NA
162535,unknown,W-Msc-342156,Sepia omani,NA
162552,unknown,W-Msc-153083,Rossia palpebrosa,NA
162554,unknown,SLB-71282,Sepia papuensis,NA
162556,unknown,W-Msc-220309,Sepia prashadi,NA
162575,unknown,W-Msc-157032,Rossia megaptera,NA
162582,unknown,SLB-71239,Sepia chirotrema,NA
162587,unknown,W-Msc-141548,Spirula spirula,NA
162596,unknown,SLB-71266,Sepia limata,NA
162601,unknown,SLB-71334,Austrorossia antillensis,NA
162606,unknown,SLB-71276,Sepia novaehollandiae,NA
162613,unknown,SLB-71250,Sepia erostrata,NA
162616,unknown,W-Msc-157036,Semirossia tenera,NA
162617,unknown,W-Msc-156383,Rossia moelleri,NA
162618,unknown,SLB-71242,Sepia cultrata,NA
162620,unknown,W-Msc-141455,Sepiola aurantiaca,NA
162626,unknown,SLB-71306,Sepia sulcata,NA
162629,unknown,SLB-71235,Sepia braggi,NA
162633,unknown,SLB-71294,Sepia rhoda,NA
162634,unknown,SLB-71255,Sepia hedleyi,NA
162642,unknown,SLB-71272,Sepia mestus,NA
162647,unknown,SLB-71313,Sepia typica,NA
162663,unknown,W-Msc-141447,Neorossia caroli,NA
162664,unknown,W-Msc-141444,Sepia officinalis,NA
162672,unknown,SLB-71357,Inioteuthis maculosa,NA
162679,unknown,W-Msc-220304,Sepia australis,NA
162680,unknown,SLB-71279,Sepia opipara,NA
162683,unknown,SLB-71335,Austrorossia australis,NA
162899,unknown,SLB-70958,Amphitretus pelagicus,NA
162900,unknown,W-Msc-325306,Todarodes filippovae,NA
162909,unknown,SLB-71435,Egea inermis,NA
162926,unknown,W-Msc-342313,Eucleoteuthis luminosa,NA
162941,unknown,W-Msc-181386,Cranchia scabra,NA
162950,unknown,SLB-71523,Gonatus onyx,NA
162956,unknown,SLB-71412,Brachioteuthis picta,NA
162961,unknown,W-Msc-196598,Joubiniteuthis portieri,NA
162986,unknown,W-Msc-138849,Japetella diaphana,NA
162988,unknown,W-Msc-141962,Vitreledonella richardi,NA
163002,unknown,W-Msc-153087,Illex illecebrosus,NA
163026,unknown,SLB-71671,Psychroteuthis glacialis,NA
163042,unknown,W-Msc-342212,Cirroteuthis muelleri,NA
163050,unknown,W-Msc-138747,Ancistrocheirus lesueuri,NA
163052,unknown,SLB-71496,Abraliopsis morisi,NA
163059,unknown,W-Msc-342378,Nototodarus sloanii,NA
163071,unknown,W-Msc-220322,Ornithoteuthis volatilis,NA
163073,unknown,W-Msc-140111,Histioteuthis bonnellii,NA
163080,unknown,W-Msc-138803,Argonauta argo,NA
163083,unknown,SLB-70964,Argonauta nouryi,NA
163085,unknown,W-Msc-342376,Nototodarus hawaiiensis,NA
163089,unknown,W-Msc-342242,Pyroteuthis addolux,NA
163094,unknown,SLB-71490,Abraliopsis felis,NA
163102,unknown,SLB-71652,Ancistroteuthis lichtensteini,NA
163114,unknown,W-Msc-139688,Abralia veranyi,NA
163129,unknown,W-Msc-342375,Nototodarus gouldi,NA
163146,unknown,SLB-71508,Watasenia scintillans,NA
163152,unknown,W-Msc-342066,Sthenoteuthis oualaniensis,NA
163156,unknown,W-Msc-153063,Galiteuthis armata,NA
163161,unknown,W-Msc-225569,Todarodes angolensis,NA
163163,unknown,W-Msc-181382,Ommastrephes bartramii,NA
163177,unknown,W-Msc-181381,Histioteuthis reversa,NA
163184,unknown,W-Msc-341825,Abralia andamanica,NA
163186,unknown,W-Msc-153097,Gonatus fabricii,NA
163189,unknown,W-Msc-140624,Todarodes sagittatus,NA
163198,unknown,W-Msc-140623,Sthenoteuthis pteropus,NA
163207,unknown,SLB-70957,Haliphron atlanticus,NA
163211,unknown,W-Msc-215276,Argonauta hians,NA
163218,unknown,W-Msc-341818,Liocranchia reinhardti,NA
163228,unknown,W-Msc-141680,Thysanoteuthis rhombus,NA
163232,unknown,W-Msc-225573,Ornithoteuthis antillarum,NA
163242,unknown,W-Msc-157022,Illex oxygonius,NA
163243,unknown,SLB-71543,Pholidoteuthis adami,NA
163246,unknown,W-Msc-342064,Illex argentinus,NA
163247,unknown,SLB-71509,Berryteuthis anonychus,NA
163255,unknown,W-Msc-342303,Enoploteuthis reticulata,NA
163256,unknown,SLB-71465,Discoteuthis discus,NA
163258,unknown,W-Msc-139429,Teuthowenia megalops,NA
163260,unknown,ITS-556336,Alluroteuthis antarctica,NA
163265,unknown,W-Msc-342218,Architeuthis dux,NA
163267,unknown,W-Msc-140609,Taningia danae,NA
163269,unknown,W-Msc-140621,Illex coindetii,NA
163275,unknown,W-Msc-550403,Filippovia knipovitchi,NA
163276,unknown,SLB-71462,Teuthowenia pellucida,NA
163288,unknown,W-Msc-138848,Bathyteuthis abyssicola,NA
163294,unknown,W-Msc-342337,Hyaloteuthis pelagica,NA
163302,unknown,W-Msc-341828,Abralia astrosticta,NA
163311,unknown,W-Msc-325305,Martialia hyadesi,NA
163312,unknown,W-Msc-157017,Bolitaena pygmaea,NA
163338,unknown,W-Msc-139422,Bathothauma lyromma,NA
163343,unknown,W-Msc-410384,Onykia robsoni,NA
163353,unknown,W-Msc-157031,Pyroteuthis margaritifera,NA
163369,unknown,W-Msc-140625,Todaropsis eblanae,NA
164280,stable,NA,Ruppia cirrhosa,0
164508,stable,Kew-308804,Ruppia maritima,0
164650,stable,NA,Darevskia brauneri,0
164728,stable,NA,Mesalina brevirostris,0
165607,stable,Fis-32633,Chaetodon falcula,0
165608,stable,Fis-35229,Heniochus pleurotaenia,0
165609,stable,Fis-35091,Chaetodon larvatus,0
165610,stable,Fis-32653,Chaetodon leucopleura,0
165611,stable,Fis-22162,Chaetodon ocellatus,0
165612,stable,Fis-59414,Chaetodon zanzibarensis,0
165613,unknown,Fis-148572,Prognathodes brasiliensis,NA
165614,stable,Fis-162910,Roa jayakari,0
165615,stable,Fis-31436,Chaetodon mertensii,0
165616,stable,Fis-31910,Chelmon marginalis,0
165617,stable,NA,Hemitaurichthys multispinosus,0
165618,unknown,Fis-58066,Chaetodon mesoleucos,NA
165619,stable,Fis-32530,Chaetodon guttatissimus,0
165620,stable,Fis-31430,Chaetodon burgessi,0
165621,unknown,Fis-148569,Prognathodes aya,NA
165622,stable,Fis-31456,Heniochus singularius,0
165623,unknown,Fis-31439,Chaetodon octofasciatus,NA
165624,stable,Fis-32539,Chaetodon triangulum,0
165625,stable,Fis-35094,Chaetodon paucifasciatus,0
165626,stable,Fis-25701,Heniochus acuminatus,0
165627,stable,Fis-148575,Prognathodes aculeatus,0
165628,stable,Fis-31391,Chaetodon kleinii,0
165630,stable,Fis-31451,Chaetodon vagabundus,0
165631,decreasing,Fis-31427,Chaetodon auriga,-0.5
165632,stable,Fis-31440,Chaetodon punctatofasciatus,0
165633,stable,Fis-28456,Johnrandallia nigrirostris,0
165634,stable,Fis-31860,Chaetodon austriacus,0
165635,stable,Fis-32747,Chaetodon humeralis,0
165636,stable,Fis-35231,Chaetodon nippon,0
165637,stable,Fis-22164,Chaetodon striatus,0
165638,unknown,Fis-31437,Chaetodon meyeri,NA
165639,stable,Fis-17443,Roa excelsa,0
165640,stable,Fis-31454,Heniochus chrysostomus,0
165641,unknown,Fis-31874,Chaetodon ornatissimus,NA
